Customer Id,Gender,Geography,Num Of Products,Row Number,Tenure,Age,Balance,Credit Score,Estimated Salary,Exited,Has Cr Card,Is Active Member,Total Purchases,Total Visits
15662085,Female,France,1,78,9,32,0,678,148210.64,0,1,1,5,16
15575185,Male,Spain,1,79,5,33,77253.22,757,194239.63,0,0,1,2,13
15803136,Female,Germany,2,80,10,41,122189.66,416,98301.61,0,1,0,6,18
15706021,Female,France,2,81,1,34,96645.54,665,171413.66,0,0,0,9,12
15663706,Female,France,1,82,2,32,0,777,136458.19,1,1,0,3,6
15641732,Female,France,2,83,3,36,0,543,26019.59,0,0,0,7,17
15701164,Female,France,1,84,4,34,90307.62,506,159235.29,0,1,1,8,8
15738751,Female,France,2,85,4,46,0,493,1907.66,0,1,0,6,5
15805254,Female,Spain,2,86,10,75,0,652,114675.75,0,1,1,3,11
15762418,Male,Spain,1,87,3,22,121681.82,750,128643.35,1,1,0,1,19
15625759,Male,France,2,88,9,30,0,729,151869.35,0,1,0,3,8
15622897,Female,France,3,89,4,46,0,646,93251.42,1,1,0,6,12
15767954,Female,Germany,2,90,3,28,81623.67,635,156791.36,0,1,1,4,6
15757535,Female,Spain,3,91,5,44,0,647,174205.22,1,1,1,1,19
15731511,Male,France,2,92,7,45,118626.55,808,147132.46,0,1,0,6,12
15809248,Female,France,2,93,10,36,0,524,109614.57,0,1,0,1,6
15640635,Male,France,2,94,8,29,0,769,172290.61,0,1,1,8,15
15676966,Male,Spain,2,95,4,42,0,730,85982.47,0,0,1,3,12
15699461,Male,Spain,1,96,10,35,176273.95,515,121277.78,0,0,1,3,17
15738721,Male,Spain,1,97,9,41,102827.44,773,64595.25,0,0,1,1,17
15693683,Male,Germany,2,98,8,29,97086.4,814,197276.13,0,1,1,3,5
15604348,Male,Spain,2,99,8,22,0,710,99645.04,0,0,0,7,17
15633059,Male,France,2,100,9,34,0,413,6534.18,0,0,0,8,6
15808582,Female,France,1,101,6,40,0,665,161848.03,0,1,1,8,9
15743192,Female,France,2,102,6,44,0,623,167162.43,0,0,0,3,5
15580146,Male,France,1,103,9,31,82674.15,738,41970.72,0,1,0,5,16
15776605,Male,Spain,2,104,7,36,0,528,60536.56,0,1,0,1,9
15804919,Female,Spain,1,105,1,65,0,670,177655.68,1,1,1,9,9
15613854,Female,Spain,2,106,4,46,107073.27,622,30984.59,1,1,1,8,11
15599195,Male,Germany,1,107,1,32,88938.62,582,10054.53,0,1,1,2,6
15812878,Female,Germany,1,108,2,36,99806.85,785,36976.52,0,0,1,1,6
15602312,Male,Spain,1,109,5,33,150092.8,605,71862.79,0,0,0,4,19
15744689,Male,Germany,1,110,9,35,92833.89,479,99449.86,1,1,0,9,16
15803526,Male,Germany,1,111,3,30,90536.81,685,63082.88,0,0,1,8,19
15665790,Male,Germany,2,112,7,39,108055.1,538,27231.26,0,1,0,3,10
15715951,Male,France,1,113,2,42,100238.35,562,86797.41,0,0,0,6,18
15591100,Male,Spain,1,114,9,36,106190.55,675,22994.32,0,0,1,9,15
15609618,Male,Germany,2,115,9,28,154475.54,721,101300.94,1,0,1,8,17
15675522,Female,Germany,2,116,9,30,132351.29,628,74169.13,0,1,1,5,14
15705512,Female,Germany,1,117,6,37,167864.4,668,115638.29,0,1,0,9,7
15698028,Female,France,2,118,1,41,0,506,31766.3,0,1,0,9,17
15661670,Female,Germany,1,119,8,31,107818.63,524,199725.39,1,1,0,3,17
15600781,Male,Germany,2,120,4,34,185173.81,699,120834.48,0,1,0,8,12
15682472,Male,France,2,121,8,34,129433.34,828,38131.77,0,0,0,4,7
15580203,Male,Spain,1,122,6,39,120193.42,674,100130.95,0,0,0,7,14
15690673,Female,France,2,123,6,39,0,656,141069.88,0,1,0,8,8
15760085,Female,Germany,1,124,10,48,126384.42,684,198129.36,0,1,1,7,18
15779659,Female,France,1,125,3,28,0,625,183646.41,0,0,0,5,17
15627360,Male,France,1,126,9,42,152603.45,432,110265.24,1,1,0,1,11
15671137,Female,France,1,127,1,52,0,549,8636.05,1,0,1,8,5
15782688,Male,Germany,1,128,0,56,148507.24,625,46824.08,1,1,0,5,5
15575492,Female,France,2,129,7,41,0,828,171378.77,0,1,0,3,13
15591607,Male,France,1,130,9,24,101827.07,770,167256.35,0,1,0,2,19
15740404,Female,France,2,131,3,34,0,758,124226.16,0,1,1,3,16
15718369,Female,Germany,1,132,9,33,130862.43,795,114935.21,0,1,1,9,10
15677871,Male,France,1,133,9,38,122570.87,687,35608.88,0,1,1,2,9
15642004,Male,France,2,134,1,25,0,686,16459.37,0,0,1,1,6
15712543,Male,Germany,2,135,7,39,124828.46,789,124411.08,0,1,1,2,6
15584518,Female,Germany,2,136,5,50,144895.05,589,34941.23,0,1,1,2,11
15802381,Female,Germany,1,137,5,34,63663.93,461,167784.28,0,0,1,5,10
15610156,Male,France,1,138,2,40,133463.1,637,93165.34,0,0,1,1,16
15594408,Female,Spain,1,139,2,48,213146.2,584,75161.25,1,1,0,8,18
15640905,Female,Spain,2,140,1,35,129490.36,579,8590.83,1,0,1,2,17
15698932,Male,Germany,1,141,10,44,137452.09,756,189543.9,0,1,0,6,12
15724944,Male,France,2,142,7,34,0,663,180427.24,0,1,1,5,7
15628145,Female,France,1,143,5,43,125851.93,682,193318.33,0,1,1,2,7
15713483,Male,Spain,1,144,2,52,0,793,159123.82,1,1,0,1,17
15612350,Female,France,1,145,5,31,40915.55,691,126213.84,1,1,0,6,9
15800703,Female,Spain,1,146,5,21,113157.22,485,54141.5,0,1,1,6,14
15705707,Female,Spain,2,147,8,29,138296.94,635,141075.51,0,1,0,3,8
15754105,Male,France,1,148,5,37,106967.18,650,24495.03,0,0,0,8,16
15703264,Male,France,1,149,9,44,120681.63,735,74836.34,0,1,0,9,12
15794413,Male,France,2,150,0,32,0,416,878.87,0,0,1,3,10
15650237,Female,Spain,2,151,7,32,0,754,89520.75,0,1,0,9,12
15759618,Female,France,1,152,9,48,0,535,149892.79,1,1,0,8,19
15811589,Male,Spain,2,153,8,42,0,716,180800.42,0,1,0,5,11
15689044,Male,France,1,154,2,37,127609.59,539,98646.22,0,1,0,6,6
15709368,Female,France,2,155,6,43,0,614,109041.53,0,1,1,1,13
15679145,Male,Spain,1,156,7,57,0,706,17941.16,1,1,0,5,15
15655007,Female,France,2,157,7,33,0,758,82996.47,0,0,0,7,17
15623595,Female,Spain,2,158,2,28,0,586,92067.35,0,1,1,1,10
15589975,Female,France,1,159,6,73,97259.25,646,104719.66,0,0,1,9,15
15804017,Female,Germany,1,160,4,33,123246.7,631,112687.57,0,0,0,7,15
15692132,Female,Spain,1,161,6,22,101060.25,717,84699.56,0,0,1,4,10
15641122,Male,France,2,162,2,30,0,684,83473.82,0,1,0,4,16
15630910,Female,France,1,163,7,49,108007.36,800,47125.11,0,0,0,7,6
15680772,Female,Spain,2,164,2,36,0,721,106977.8,0,1,1,6,13
15658929,Male,Spain,1,165,0,29,133702.89,683,55582.54,1,1,0,3,5
15585388,Male,Germany,2,166,9,31,125189.75,660,139874.43,0,1,1,9,10
15724623,Female,Germany,1,167,7,24,113034.22,704,162503.48,1,1,0,6,18
15588537,Female,Spain,1,168,9,41,109013.23,615,196499.96,0,1,0,2,12
15574692,Female,Spain,2,169,2,39,0,667,40721.24,1,1,0,2,6
15611325,Male,Germany,2,170,9,24,57929.81,682,53134.3,0,0,0,1,7
15587562,Female,France,1,171,4,29,130114.39,484,164017.89,0,1,0,5,14
15613172,Male,Germany,2,172,5,27,95826.49,628,155996.96,0,1,0,6,19
15651022,Male,Germany,1,173,10,44,129608.57,480,5472.7,1,1,0,3,14
15586310,Male,France,1,174,4,30,169462.09,578,112187.11,0,1,0,4,11
15625524,Male,France,2,175,5,40,0,512,146457.83,0,1,1,5,17
15755209,Female,Spain,1,176,7,35,133868.21,484,27286.1,0,1,1,4,17
15645248,Female,France,2,177,0,30,0,510,130553.47,0,1,1,9,15
15790355,Male,Germany,2,178,5,36,190479.48,606,179351.89,0,0,0,3,16
15762615,Female,Spain,1,179,8,40,101993.12,597,94774.12,0,0,1,5,5
15625426,Female,Germany,1,180,3,55,161608.81,754,8080.85,1,1,0,7,9
15716334,Female,Spain,1,181,2,45,122311.21,850,19482.5,0,1,1,7,15
15789669,Male,France,2,182,2,65,0,510,48071.61,0,1,1,6,10
15621075,Female,Germany,2,183,1,45,162150.42,778,174531.27,0,1,0,9,14
15810845,Male,France,2,184,2,42,0,636,55470.78,0,1,1,7,11
15719377,Female,France,1,185,4,50,0,804,8546.87,1,1,1,4,17
15654506,Male,France,2,186,8,32,0,514,95857.18,0,1,0,9,14
15771977,Female,France,1,187,1,39,99010.67,730,194945.8,0,1,0,6,14
15708710,Female,Spain,1,188,0,37,0,525,131521.72,0,0,1,1,17
15726676,Male,Spain,2,189,5,30,0,616,196108.51,0,0,1,9,11
15587421,Female,Germany,2,190,7,34,111388.18,687,148564.76,0,1,0,7,7
15726931,Female,France,2,191,8,41,56214.85,715,92982.61,1,0,0,6,18
15771086,Female,France,2,192,3,36,84327.77,512,17675.36,0,1,0,6,11
15756850,Male,France,2,193,1,40,0,479,114996.43,0,0,0,4,5
15702741,Male,France,1,194,8,32,93012.89,601,86957.42,0,1,0,4,15
15679200,Male,Spain,2,195,9,29,61710.44,580,128077.8,0,1,0,3,8
15594815,Male,France,1,196,3,35,174790.15,807,600.36,0,1,1,8,19
15635905,Female,Spain,2,197,6,32,0,616,43001.46,0,1,1,8,11
15777892,Male,Germany,1,198,3,37,107720.64,721,158591.12,0,1,1,2,11
15656176,Male,France,2,199,10,57,0,501,47847.19,0,1,1,5,8
15811127,Male,France,1,200,6,35,96423.84,521,10488.44,0,1,0,9,5
15604482,Male,Spain,1,201,2,30,141040.01,850,5978.2,0,1,1,9,19
15622911,Male,France,1,202,4,42,105420.18,759,121409.06,0,0,1,7,18
15600974,Male,Spain,1,203,5,50,0,516,146145.93,1,0,1,4,19
15727868,Female,France,2,204,2,38,129022.06,711,14374.86,1,1,1,4,12
15627801,Male,Spain,1,205,3,33,176666.62,512,94670.77,0,1,0,7,8
15773039,Male,France,1,206,3,37,0,550,179670.31,0,1,1,3,6
15755262,Female,Spain,1,207,3,41,89763.84,608,199304.74,1,0,0,3,8
15679531,Male,France,1,208,5,34,134954.53,618,151954.39,0,1,1,5,12
15684181,Male,France,1,209,5,45,0,643,142513.5,1,1,0,6,12
15612087,Male,France,1,210,2,45,106376.85,671,158264.62,0,0,1,8,9
15752047,Male,Germany,2,211,2,33,161814.64,689,169381.9,0,1,0,1,19
15624592,Male,France,2,212,8,31,0,603,169915.02,0,1,1,7,6
15573152,Female,France,2,213,9,41,0,620,88852.47,0,0,0,8,11
15594917,Female,France,1,214,1,34,63095.01,676,40645.81,0,1,1,5,7
15785542,Male,Germany,2,215,4,26,118287.01,572,60427.3,0,0,0,2,10
15723488,Male,Germany,1,216,7,47,106854.21,668,157959.02,1,0,1,4,13
15680920,Male,France,1,217,7,46,49512.55,695,133007.34,0,1,0,6,17
15786308,Female,Spain,2,218,9,33,0,730,176576.62,0,0,0,9,9
15659366,Male,France,2,219,1,43,105799.32,807,34888.04,1,1,0,2,13
15774854,Male,France,1,220,8,54,0,592,28737.71,1,1,1,4,8
15725311,Female,France,2,221,9,31,114722.05,726,98178.57,0,1,1,5,13
15787155,Male,Spain,1,222,7,30,0,514,125010.24,0,0,1,8,5
15727829,Male,France,2,223,2,42,0,567,167984.61,0,1,1,8,8
15733247,Male,France,1,224,10,33,0,850,4861.72,1,1,0,2,19
15568748,Male,Germany,1,225,6,45,99564.22,671,108872.45,1,1,1,6,15
15699029,Male,France,2,226,4,37,170557.91,670,198252.88,0,1,0,6,18
15774393,Female,France,2,227,9,30,0,694,26960.31,0,1,1,5,5
15676895,Female,Germany,3,228,6,39,74596.15,547,85746.52,1,1,1,8,16
15637753,Male,Germany,1,229,2,50,96888.39,751,77206.25,1,1,0,2,17
15605461,Female,Germany,1,230,3,29,130830.22,594,61048.53,0,1,0,2,13
15808473,Male,France,2,231,1,72,0,673,111981.19,0,0,1,7,12
15627000,Male,France,2,232,0,40,0,610,62232.6,0,1,0,9,12
15787174,Female,France,2,233,1,37,0,512,156105.03,0,0,1,3,18
15723886,Male,Germany,2,234,3,20,119714.25,767,150135.38,0,0,1,7,19
15704769,Female,France,2,235,5,67,113978.97,585,93146.11,0,0,1,3,11
15772896,Male,Germany,1,236,6,42,100160.75,763,33462.94,1,1,0,6,13
15711540,Female,France,1,237,2,29,0,712,144375,0,1,1,3,19
15764866,Female,Germany,3,238,3,43,116220.5,539,55803.96,1,1,0,1,15
15794056,Female,France,3,239,2,46,0,668,89048.46,1,1,0,6,15
15795149,Male,France,2,240,2,28,81173.83,703,162812.16,0,0,1,3,17
15812009,Male,Spain,2,241,4,38,0,662,136259.65,0,1,0,1,7
15651001,Female,Germany,1,242,5,39,116803.8,725,124052.97,0,1,0,5,11
15813844,Male,France,2,243,8,37,105961.68,703,74158.8,0,0,1,8,10
15596175,Male,Germany,1,244,6,67,117411.6,659,45071.09,1,1,1,8,9
15576269,Male,Spain,2,245,7,34,0,523,62030.06,0,1,0,8,19
15797219,Female,France,1,246,10,40,123497.58,635,131953.23,1,1,0,3,13
15685500,Male,Germany,2,247,7,26,152400.51,772,79414,0,1,0,8,8
15599792,Female,France,2,248,1,26,0,545,199638.56,0,1,1,4,7
15657566,Male,Germany,1,249,8,24,103097.85,634,157577.29,0,1,1,8,17
15772423,Male,Germany,1,250,8,54,126418.14,739,134420.75,1,1,0,3,15
15628112,Female,Germany,1,251,5,36,77846.9,771,99805.99,0,0,0,3,7
15753754,Female,Spain,2,252,1,34,0,587,97932.68,0,1,1,1,6
15793726,Female,France,2,253,0,79,0,681,170968.99,0,0,1,8,5
15694717,Male,Germany,1,254,2,37,79731.91,544,57558.95,0,1,1,8,7
15665834,Male,Spain,1,255,8,28,0,696,176713.47,0,0,0,9,12
15765297,Male,Spain,2,256,0,41,0,766,34283.23,0,0,1,6,16
15636684,Male,France,2,257,10,34,0,727,198637.34,0,1,1,2,10
15592979,Female,Germany,2,258,6,34,37266.67,671,156917.12,0,0,0,1,6
15750803,Female,France,1,259,6,30,127992.25,693,50457.2,0,1,1,8,12
15607178,Male,Germany,1,260,3,38,54901.01,850,140075.55,0,1,1,4,17
15713853,Male,Germany,2,261,9,42,108748.08,732,65323.11,0,1,1,7,9
15673481,Female,Spain,1,262,6,48,99906.19,726,64323.24,0,1,0,4,16
15686776,Female,France,2,263,6,32,184686.41,557,14956.44,0,1,0,1,8
15673693,Female,France,1,264,0,26,110654.02,682,111879.21,0,0,1,8,18
15700696,Male,Spain,1,265,9,31,79019.8,738,18606.23,0,1,1,9,5
15813163,Female,Spain,1,266,9,36,99240.51,531,123137.01,0,1,0,9,16
15653857,Male,France,2,267,2,34,0,498,148528.24,0,1,1,9,17
15777076,Male,France,2,268,7,36,0,651,13898.31,0,1,0,4,5
15717398,Female,Spain,1,269,7,39,0,549,81259.25,1,0,0,9,8
15799217,Female,Germany,1,270,7,35,52436.2,791,161051.75,0,1,0,4,16
15787071,Male,Spain,2,271,9,41,0,650,191599.67,0,0,1,2,19
15619955,Male,Germany,3,272,3,34,100337.96,733,48559.19,1,1,0,3,17
15796505,Female,Germany,2,273,1,34,149297.19,811,186339.74,0,1,1,2,13
15725166,Male,France,2,274,8,30,0,707,33159.37,0,1,0,1,14
15800116,Male,Germany,1,275,4,28,145605.44,712,93883.53,0,0,1,6,14
15758685,Female,Spain,2,276,7,37,0,706,110899.3,0,1,1,4,10
15694456,Male,France,1,277,3,62,0,756,11199.04,1,1,1,7,5
15767339,Female,France,2,278,10,53,0,777,189992.97,0,1,0,7,16
15683562,Male,France,1,279,6,35,84026.86,646,164255.69,0,0,1,1,12
15782210,Male,France,1,280,1,46,0,714,152167.79,1,1,0,9,16
15668893,Male,France,2,281,8,39,0,782,33949.67,0,1,1,8,13
15669169,Male,Spain,2,282,10,29,0,775,68143.93,0,1,1,1,6
15643024,Male,Germany,1,283,4,35,138718.92,479,47251.79,1,1,1,8,10
15699389,Male,France,1,284,7,42,118274.71,807,25885.72,0,1,1,5,19
15708608,Female,France,2,285,8,22,174185.98,799,192633.85,0,0,1,1,11
15626144,Male,France,2,286,7,40,113208.86,675,34577.36,0,1,0,4,15
15573112,Male,Spain,1,287,5,29,103907.28,602,161229.84,0,1,0,7,17
15790678,Female,France,1,288,8,32,119023.28,475,100816.29,0,1,0,5,5
15727556,Female,Spain,1,289,5,26,166297.89,744,181694.44,0,1,1,3,18
15697307,Male,Spain,2,290,10,34,0,588,79078.91,0,1,0,4,15
15652266,Male,Germany,1,291,9,42,63227,703,137316.32,0,0,1,2,9
15607098,Female,Spain,2,292,5,41,94521.17,747,194926.86,0,1,0,8,15
15655774,Male,France,2,293,7,27,0,583,51285.49,0,1,0,2,15
15590241,Female,Spain,1,294,9,34,112822.26,750,150401.53,1,0,0,6,9
15785819,Male,France,2,295,3,38,0,681,112491.96,0,1,1,7,7
15723654,Male,France,1,296,2,25,135903.33,773,73656.38,0,1,0,7,6
15774510,Female,France,1,297,4,31,125169.26,714,106636.89,0,1,1,1,18
15684173,Female,Spain,3,298,7,44,0,687,155853.52,1,1,0,8,5
15650068,Male,France,1,299,0,58,149117.31,511,162599.51,0,1,1,9,19
15811490,Male,France,2,300,5,33,0,627,103737.82,0,1,1,7,10
15803976,Female,France,2,301,10,31,0,694,160990.27,0,1,0,8,11
15682541,Female,Spain,1,302,6,36,132311.71,616,15462.84,0,0,0,4,6
15695699,Male,France,2,303,8,35,0,687,10334.05,0,1,0,8,6
15624188,Female,France,2,304,6,33,0,712,190686.16,0,1,1,3,19
15812191,Male,France,1,305,4,33,118082.89,553,94440.45,0,0,0,1,9
15636673,Male,France,1,306,1,31,119266.69,667,28257.63,0,1,1,8,9
15594898,Male,France,1,307,2,43,0,731,170034.95,1,1,1,6,17
15660211,Male,Germany,2,308,7,35,156847.29,629,31824.29,0,1,0,9,7
15773972,Male,France,1,309,4,50,137104.47,614,127166.49,1,1,0,3,7
15746726,Male,Germany,1,310,8,31,78398.69,438,44937.01,0,1,0,8,19
15712287,Female,France,2,311,4,80,0,652,188603.07,0,1,1,9,5
15702919,Male,Germany,1,312,6,30,63669.42,729,145111.37,0,1,0,9,7
15674398,Male,France,2,313,3,38,0,642,171463.83,0,0,0,7,13
15797960,Female,Germany,1,314,0,59,135296.33,806,182822.5,0,1,0,3,6
15631868,Male,Spain,1,315,2,36,153804.44,744,87213.33,0,1,1,3,5
15581539,Male,Spain,2,316,3,37,0,474,57175.32,0,0,0,2,13
15662736,Male,France,1,317,2,49,147069.78,559,120540.83,1,1,0,1,9
15666252,Male,Spain,2,318,9,42,0,706,28714.34,0,1,1,2,12
15677512,Female,Spain,1,319,3,22,0,628,85426.28,0,1,0,5,15
15626114,Male,France,1,320,4,24,95741.75,429,46170.75,0,1,0,1,8
15810834,Female,Spain,1,321,2,57,145965.33,525,64448.36,0,1,1,4,12
15678910,Female,France,1,322,8,30,141441.75,680,16278.97,0,1,1,1,16
15694408,Male,France,1,323,1,40,139290.41,749,182855.42,1,1,0,8,9
15585215,Female,France,2,324,4,31,0,763,50404.72,0,0,0,5,10
15682757,Male,France,2,325,3,30,0,734,107640.25,0,1,0,4,10
15736601,Male,France,1,326,4,35,144428.87,716,134132.65,0,1,0,3,10
15601848,Male,France,2,327,2,35,0,594,103480.69,0,1,0,9,6
15736008,Female,France,1,328,9,46,95441.27,644,108761.05,1,1,0,6,14
15669064,Male,Germany,1,329,1,35,144848.74,671,179012.3,0,1,1,1,14
15624528,Male,Germany,2,330,7,26,116244.14,664,95145.14,0,1,1,8,13
15598493,Male,France,2,331,7,50,0,656,72143.44,0,0,1,2,11
15601274,Female,Spain,1,332,1,40,146502.07,667,19162.89,0,1,0,9,7
15702669,Male,Germany,2,333,2,44,117028.6,663,144680.18,0,0,1,7,6
15728669,Female,Germany,1,334,8,30,112013.81,584,177772.03,1,1,0,3,8
15742668,Female,Spain,1,335,6,37,108269.37,626,5597.94,0,1,0,4,12
15697441,Male,France,1,336,7,29,182123.79,485,116828.51,1,1,0,3,13
15740476,Female,Germany,2,337,3,32,150923.74,659,174652.51,0,0,1,6,14
15648064,Male,France,2,338,2,33,0,649,2010.98,0,1,0,9,6
15636624,Female,Spain,1,339,5,39,165272.13,805,14109.85,1,1,0,9,18
15807923,Female,Germany,1,340,10,39,115301.31,716,43527.4,1,1,0,1,10
15745844,Female,Germany,2,341,6,40,129502.49,642,86099.23,1,0,1,6,12
15786170,Male,France,1,342,4,31,118342.26,659,161574.19,0,0,0,1,7
15681081,Female,Spain,2,343,5,47,0,545,38970.14,0,1,1,4,15
15684484,Male,France,2,344,8,22,0,543,127587.22,0,0,0,7,13
15785869,Female,France,2,345,7,25,0,718,30380.12,0,1,0,4,8
15763859,Female,France,2,346,7,43,0,840,90908.95,0,1,0,9,9
15658935,Female,Germany,2,347,9,34,106937.05,630,138275.01,0,1,0,5,18
15747358,Male,Germany,1,348,3,59,170331.37,643,32171.79,0,1,1,9,16
15735203,Female,Germany,1,349,1,32,114510.85,654,126143.23,0,1,1,1,11
15576256,Male,France,2,350,5,39,0,582,129892.93,0,1,1,4,18
15659420,Male,Spain,2,351,3,32,107594.11,659,102416.84,0,1,1,7,15
15593365,Male,Spain,1,352,2,39,81273.13,762,18719.67,0,1,1,2,15
15777352,Female,Spain,1,353,7,32,169399.6,568,61936.22,0,1,0,9,9
15812007,Male,Spain,2,354,6,25,0,670,78358.94,0,1,1,3,8
15625461,Female,France,2,355,1,45,187841.99,613,147224.27,0,1,1,4,8
